Nombre de Publicación,Estado,Ciudad,Colonia,Avenida,Tipo de propiedad,Tipo de Operación,Condición del Inmueble,Precio,Precio por m2,Moneda,Número de recámaras,Número de baños completos,Número de m2,Unidad de medida,Link de la publicación,Foto de publicación,Real State Agency?,Latitud,Longitud,ID
Townhouse En Venta En Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Colonia Del Valle Centro 0,Casa,Venta,Nuevo,9258356,44511.32692307692,MXN,3,3,208.0,m²,https://casa.mercadolibre.com.mx/MLM-889247150-townhouse-en-venta-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_834760-MLM42157544375_062020-I.jpg,True,19.38173,-99.164986,MLM889247150
Departamento Town House Duplex 2 Pisos Del Valle Iluminado,Distrito Federal,Benito Juárez,Colonia Del Valle,Luz Saviñón y Amores SN,Departamento,Venta,not specified,4450000,44500.0,MXN,2,2,100.0,m²,https://departamento.mercadolibre.com.mx/MLM-871833390-departamento-town-house-duplex-2-pisos-del-valle-iluminado-_JM,http://mlm-s1-p.mlstatic.com/611958-MLM43542340250_092020-I.jpg,False,19.39225,-99.16434,MLM871833390
"Raq10080, Del Valle Departamento En Venta O Renta",Distrito Federal,Benito Juárez,Colonia Del Valle,Patricio Sanz,Departamento,Venta,Usado,8899990,44499.95,MXN,3,3,200.0,m²,https://departamento.mercadolibre.com.mx/MLM-889244832-raq10080-del-valle-departamento-en-venta-o-renta-_JM,http://http2.mlstatic.com/D_930341-MLM45177117062_032021-I.jpg,True,19.38181,-99.17268,MLM889244832
Vendo Garden  En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,Providencia,Departamento,Venta,Usado,10500000,44491.52542372881,MXN,3,2,236.0,m²,https://departamento.mercadolibre.com.mx/MLM-833498609-vendo-garden-en-la-colonia-del-valle-_JM,http://http2.mlstatic.com/D_702232-MLM43942634937_102020-I.jpg,True,19.387508,-99.16985,MLM833498609
.,Distrito Federal,Benito Juárez,Colonia Del Valle,Matias Romero 1023,Departamento,Venta,Usado,2490000,44464.28571428572,MXN,2,1,56.0,m²,https://departamento.mercadolibre.com.mx/MLM-884063739--_JM,http://http2.mlstatic.com/D_714036-MLM45074931983_032021-I.jpg,True,19.379492,-99.163284,MLM884063739
Departamento  En Del Valle / Benito Juárez - Ims-1243-de,Distrito Federal,Benito Juárez,Colonia Del Valle,,Departamento,Venta,not specified,4400000,44444.444444444445,MXN,2,2,99.0,m²,https://departamento.mercadolibre.com.mx/MLM-890730464-departamento-en-del-valle-benito-juarez-ims-1243-de-_JM,http://http2.mlstatic.com/D_612974-MLM45206184719_032021-I.jpg,True,19.38173,-99.164986,MLM890730464
Departamento  En Del Valle / Benito Juárez - Ims-1243-de,Distrito Federal,Benito Juárez,Colonia Del Valle,,Departamento,Venta,not specified,4400000,44444.444444444445,MXN,2,2,99.0,m²,https://departamento.mercadolibre.com.mx/MLM-793708978-departamento-en-del-valle-benito-juarez-ims-1243-de-_JM,http://http2.mlstatic.com/D_816573-MLM42647027795_072020-I.jpg,True,19.38173,-99.164986,MLM793708978
Departamento De 2 Recámaras En Colonia Letrán Valle,Distrito Federal,Benito Juárez,Letran Valle,,Departamento,Venta,Nuevo,4523387,44346.93137254902,MXN,2,2,102.0,m²,https://departamento.mercadolibre.com.mx/MLM-851554751-departamento-de-2-recamaras-en-colonia-letran-valle-_JM,http://http2.mlstatic.com/D_622180-MLM44354702110_122020-I.jpg,True,19.375444,-99.15431,MLM851554751
Excelente Depa De 2 Recs Muy Bien Iluminado Y Ubicado!,Distrito Federal,Benito Juárez,Colonia Del Valle,Av. Eugenia SN,Departamento,Venta,not specified,3990000,44333.333333333336,MXN,2,2,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-894477139-excelente-depa-de-2-recs-muy-bien-iluminado-y-ubicado-_JM,http://http2.mlstatic.com/D_987935-MLM45283484460_032021-I.jpg,False,19.38705,-99.16574,MLM894477139
Venta Departamento Amores Del Valle Benito Juárez,Distrito Federal,Benito Juárez,Colonia Del Valle,Venta Departamento Amores,Departamento,Venta,Nuevo,11300000,44313.72549019608,MXN,3,2,255.0,m²,https://departamento.mercadolibre.com.mx/MLM-899908956-venta-departamento-amores-del-valle-benito-juarez-_JM,http://http2.mlstatic.com/D_667983-MLM45402806554_032021-I.jpg,True,19.367844,-99.17025,MLM899908956
Departamento Remodelado En Venta En Amores Col. Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Amores,Departamento,Venta,Usado,5450000,44308.9430894309,MXN,3,2,123.0,m²,https://departamento.mercadolibre.com.mx/MLM-793814351-departamento-remodelado-en-venta-en-amores-col-del-valle-_JM,http://mlm-s2-p.mlstatic.com/641944-MLM44891376260_022021-I.jpg,True,19.382912,-99.16664,MLM793814351
Venta Casa Con Uso De Suelo Para Oficina En La Colonia Del V,Distrito Federal,Benito Juárez,Del Valle Centro,Adolfo Prieto,Casa,Venta,Usado,30950000,44214.28571428572,MXN,6,4,700.0,m²,https://casa.mercadolibre.com.mx/MLM-899838889-venta-casa-con-uso-de-suelo-para-oficina-en-la-colonia-del-v-_JM,http://http2.mlstatic.com/D_642946-MLM45397995892_032021-I.jpg,True,19.383741,-99.16964,MLM899838889
Departamentos En Venta Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,AVENIDA COYOACAN,Departamento,Venta,Nuevo,2520000,44210.52631578947,MXN,2,1,57.0,m²,https://departamento.mercadolibre.com.mx/MLM-833482746-departamentos-en-venta-colonia-del-valle-_JM,http://http2.mlstatic.com/D_952658-MLM43942203911_102020-I.jpg,True,19.383518,-99.16804,MLM833482746
¡oportunidad! Amplisimo Ph De Lujo Se Escuchan Ofertas,Distrito Federal,Benito Juárez,Colonia Del Valle,Patricio Sanz,Departamento,Venta,Usado,10600000,44166.666666666664,MXN,3,3,240.0,m²,https://departamento.mercadolibre.com.mx/MLM-821572113-oportunidad-amplisimo-ph-de-lujo-se-escuchan-ofertas-_JM,http://http2.mlstatic.com/D_710149-MLM43568437726_092020-I.jpg,True,19.38181,-99.17268,MLM821572113
Una Mejor Vida En Este Departamento De La Col. Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Gabriel Mancera 856,Departamento,Venta,Usado,5200000,43970.91155082022,MXN,2,2,118.26,m²,https://departamento.mercadolibre.com.mx/MLM-846247882-una-mejor-vida-en-este-departamento-de-la-col-del-valle-_JM,http://mlm-s1-p.mlstatic.com/913302-MLM40535620947_012020-I.jpg,True,19.384686,-99.16436,MLM846247882
Departamentos En Venta Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,AVENIDA COYOACAN,Departamento,Venta,Nuevo,4700000,43925.233644859814,MXN,3,2,107.0,m²,https://departamento.mercadolibre.com.mx/MLM-833480417-departamentos-en-venta-colonia-del-valle-_JM,http://http2.mlstatic.com/D_807406-MLM43942190214_102020-I.jpg,True,19.385584,-99.167656,MLM833480417
Departamento En Venta Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Patricio Sanz 1718 - 3,Departamento,Venta,Usado,7680000,43885.71428571428,MXN,3,3,175.0,m²,https://departamento.mercadolibre.com.mx/MLM-841474568-departamento-en-venta-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/879672-MLM44122087594_112020-I.jpg,True,19.369884,-99.17551,MLM841474568
Venta Departamentos Con Amenities En La Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,,Departamento,Venta,Nuevo,7278600,43846.98795180723,MXN,3,2,166.0,m²,https://departamento.mercadolibre.com.mx/MLM-768593980-venta-departamentos-con-amenities-en-la-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/673494-MLM44031752726_112020-I.jpg,True,19.366802,-99.1725,MLM768593980
Departamento Del Valle  3 Recam.  Nuevo  130m2 Primer Nivel,Distrito Federal,Benito Juárez,Colonia Del Valle,AMORES 1055,Departamento,Venta,Nuevo,5700000,43846.153846153844,MXN,3,2,130.0,m²,https://departamento.mercadolibre.com.mx/MLM-865911559-departamento-del-valle-3-recam-nuevo-130m2-primer-nivel-_JM,http://http2.mlstatic.com/D_682339-MLM43012455347_082020-I.jpg,True,19.38113,-99.167175,MLM865911559
Departamento Del Valle Nuevo  3 Recam. Exterior 130m2,Distrito Federal,Benito Juárez,Colonia Del Valle,AMORES 1055,Departamento,Venta,Nuevo,5700000,43846.153846153844,MXN,3,2,130.0,m²,https://departamento.mercadolibre.com.mx/MLM-865908835-departamento-del-valle-nuevo-3-recam-exterior-130m2-_JM,http://http2.mlstatic.com/D_953169-MLM42816249114_072020-I.jpg,True,19.38113,-99.167175,MLM865908835
Departamento Nuevo Colonia Del Valle   Exterior,Distrito Federal,Benito Juárez,Colonia Del Valle,AMORES 1055,Departamento,Venta,Nuevo,5700000,43846.153846153844,MXN,3,2,130.0,m²,https://departamento.mercadolibre.com.mx/MLM-865911594-departamento-nuevo-colonia-del-valle-exterior-_JM,http://mlm-s1-p.mlstatic.com/676543-MLM44797649875_022021-I.jpg,True,19.38113,-99.167175,MLM865911594
Departamento  Del Valle Nuevo  3 Recam. 2 Autos,Distrito Federal,Benito Juárez,Colonia Del Valle,AMORES 1055,Departamento,Venta,Nuevo,5700000,43846.153846153844,MXN,3,2,130.0,m²,https://departamento.mercadolibre.com.mx/MLM-865911472-departamento-del-valle-nuevo-3-recam-2-autos-_JM,http://http2.mlstatic.com/D_882448-MLM44066094671_112020-I.jpg,True,19.38113,-99.167175,MLM865911472
Departamento Del Valle Nuevo 130m2,Distrito Federal,Benito Juárez,Colonia Del Valle,AMORES 1055,Departamento,Venta,Nuevo,5700000,43846.153846153844,MXN,3,2,130.0,m²,https://departamento.mercadolibre.com.mx/MLM-865908950-departamento-del-valle-nuevo-130m2-_JM,http://http2.mlstatic.com/D_997392-MLM42729562600_072020-I.jpg,True,19.38113,-99.167175,MLM865908950
Departamento En Venta Colonia Del Valle Primer Nivel,Distrito Federal,Benito Juárez,Del Valle Centro,BEISTEGUI 435,Departamento,Venta,not specified,7541050,43843.313953488374,MXN,2,2,172.0,m²,https://departamento.mercadolibre.com.mx/MLM-775343526-departamento-en-venta-colonia-del-valle-primer-nivel-_JM,http://http2.mlstatic.com/D_644112-MLM41747617073_052020-I.jpg,True,19.388737,-99.16228,MLM775343526
"Casa Con Buen Proyecto Para Modernizar, Cav-4318",Distrito Federal,Benito Juárez,Colonia Del Valle,MORAS 680,Casa,Venta,Usado,10500000,43750.0,MXN,3,2,240.0,m²,https://casa.mercadolibre.com.mx/MLM-875348331-casa-con-buen-proyecto-para-modernizar-cav-4318-_JM,http://http2.mlstatic.com/D_694705-MLM43639893095_102020-I.jpg,True,19.367937,-99.1751,MLM875348331
"Venta De Pent House, Col. Del Valle, Benito Juarez Ams",Distrito Federal,Benito Juárez,Colonia Del Valle,RECREO  60,Departamento,Venta,Usado,3499985,43749.8125,MXN,2,2,80.0,m²,https://departamento.mercadolibre.com.mx/MLM-887166196-venta-de-pent-house-col-del-valle-benito-juarez-ams-_JM,http://mlm-s1-p.mlstatic.com/856135-MLM45133296669_032021-I.jpg,True,19.370186,-99.178406,MLM887166196
Departamento En Venta Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,DEL VALLE000,Departamento,Venta,Nuevo,11800000,43703.7037037037,MXN,3,3,270.0,m²,https://departamento.mercadolibre.com.mx/MLM-853226876-departamento-en-venta-del-valle-_JM,http://http2.mlstatic.com/D_891327-MLM44396878904_122020-I.jpg,True,19.38783,-99.171036,MLM853226876
Departamento De Dos Niveles En La Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,miguel laurent 710,Departamento,Venta,Usado,10900000,43600.0,MXN,3,3,250.0,m²,https://departamento.mercadolibre.com.mx/MLM-869594991-departamento-de-dos-niveles-en-la-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/906995-MLM43147940024_082020-I.jpg,True,19.37484,-99.16337,MLM869594991
Departamento En Venta En Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Aniceto Ortega 1,Departamento,Venta,Usado,5099000,43581.19658119658,MXN,2,2,117.0,m²,https://departamento.mercadolibre.com.mx/MLM-685498190-departamento-en-venta-en-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/797627-MLM30829763887_052019-I.jpg,True,19.373116,-99.16672,MLM685498190
Venta Penthouse Col. Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,AMORES 00,Departamento,Venta,Usado,9500000,43577.98165137615,MXN,3,3,218.0,m²,https://departamento.mercadolibre.com.mx/MLM-896394480-venta-penthouse-col-del-valle-_JM,http://http2.mlstatic.com/D_654100-MLM43171495915_082020-I.jpg,True,19.395824,-99.16375,MLM896394480
Venta Departamento A Estrenar Colonia Del Valle Centro,Distrito Federal,Benito Juárez,Del Valle Centro,Venta Departamento DEL Valle Centro,Departamento,Venta,Nuevo,6590000,43355.26315789474,MXN,2,2,152.0,m²,https://departamento.mercadolibre.com.mx/MLM-899324141-venta-departamento-a-estrenar-colonia-del-valle-centro-_JM,http://http2.mlstatic.com/D_615754-MLM45391520170_032021-I.jpg,True,19.361221,-99.1525,MLM899324141
"Departamento Increible En Venta, En El Corazón De La Colonia",Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,6590000,43355.26315789474,MXN,2,2,152.0,m²,https://departamento.mercadolibre.com.mx/MLM-897138350-departamento-increible-en-venta-en-el-corazon-de-la-colonia-_JM,http://http2.mlstatic.com/D_726494-MLM45338226854_032021-I.jpg,True,19.379715,-99.16772,MLM897138350
Venta Departamento A Estrenar Colonia Del Valle Centro,Distrito Federal,Benito Juárez,Colonia Del Valle,Venta Departamento DEL Valle Centro,Departamento,Venta,Nuevo,6590000,43355.26315789474,MXN,2,2,152.0,m²,https://departamento.mercadolibre.com.mx/MLM-899320698-venta-departamento-a-estrenar-colonia-del-valle-centro-_JM,http://http2.mlstatic.com/D_712356-MLM45391323350_032021-I.jpg,True,19.3889,-99.16381,MLM899320698
Estrena Garden House En Col. Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,GABRIEL MANCERA 1126,Departamento,Venta,Usado,6590000,43355.26315789474,MXN,2,2,152.0,m²,https://departamento.mercadolibre.com.mx/MLM-803518794-estrena-garden-house-en-col-del-valle-_JM,http://mlm-s1-p.mlstatic.com/673611-MLM43103974326_082020-I.jpg,True,19.379374,-99.1658,MLM803518794
"Venta Departamento Providencia, Colonia Del Valle",Distrito Federal,Benito Juárez,Del Valle Sur,Providencia 000,Departamento,Venta,Usado,3900000,43333.333333333336,MXN,2,2,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-831592178-venta-departamento-providencia-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/867027-MLM42894562788_072020-I.jpg,True,19.387508,-99.16985,MLM831592178
Estupendo Desarrollo Residencial Av Coyoacan Diez44,Distrito Federal,Benito Juárez,Colonia Del Valle,Av. Coyoacan 1044,Departamento,Venta,Nuevo,5500000,43307.086614173226,MXN,3,3,127.0,m²,https://departamento.mercadolibre.com.mx/MLM-851893117-estupendo-desarrollo-residencial-av-coyoacan-diez44-_JM,http://http2.mlstatic.com/D_638342-MLM44363486494_122020-I.jpg,True,19.379469,-99.168755,MLM851893117
Penthouse En Venta En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,DEL VALLE SUR,Departamento,Venta,Nuevo,12800000,43243.24324324324,MXN,4,4,296.0,m²,https://departamento.mercadolibre.com.mx/MLM-834623568-penthouse-en-venta-en-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/858458-MLM43970330431_112020-I.jpg,True,19.366802,-99.1725,MLM834623568
Departamento - Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,LAS Huertas,Departamento,Venta,Usado,11400000,43181.818181818184,MXN,3,3,264.0,m²,https://departamento.mercadolibre.com.mx/MLM-888187915-departamento-del-valle-_JM,http://http2.mlstatic.com/D_878163-MLM45158312432_032021-I.jpg,True,19.368671,-99.178215,MLM888187915
Fermus Departamento En Venta Colonia Del Valle Cdmx,Distrito Federal,Benito Juárez,Del Valle Norte,MORENA 317,Departamento,Venta,Usado,3007416,42963.08571428571,MXN,2,1,70.0,m²,https://departamento.mercadolibre.com.mx/MLM-887605276-fermus-departamento-en-venta-colonia-del-valle-cdmx-_JM,http://mlm-s1-p.mlstatic.com/988492-MLM45144127462_032021-I.jpg,True,19.399017,-99.163376,MLM887605276
Venta Departamento Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Venta Departamento Amores,Departamento,Venta,Nuevo,8800000,42926.829268292684,MXN,3,2,205.0,m²,https://departamento.mercadolibre.com.mx/MLM-899912903-venta-departamento-colonia-del-valle-_JM,http://http2.mlstatic.com/D_709973-MLM45402793993_032021-I.jpg,True,19.367844,-99.17025,MLM899912903
Venta Departamento Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Venta Departamento Amores,Departamento,Venta,Nuevo,8800000,42926.829268292684,MXN,3,2,205.0,m²,https://departamento.mercadolibre.com.mx/MLM-899912743-venta-departamento-colonia-del-valle-_JM,http://http2.mlstatic.com/D_832869-MLM45402748697_032021-I.jpg,True,19.367844,-99.17025,MLM899912743
Departamento En Venta En La Colonia Del Valle Centro /,Distrito Federal,Benito Juárez,Del Valle Centro,Del Valle Centro 0,Departamento,Venta,Usado,4800000,42857.142857142855,MXN,3,2,112.0,m²,https://departamento.mercadolibre.com.mx/MLM-790775736-departamento-en-venta-en-la-colonia-del-valle-centro--_JM,http://mlm-s1-p.mlstatic.com/766137-MLM42457416223_072020-I.jpg,True,19.379715,-99.16772,MLM790775736
"Venta Departamento En Colonia Del Valle, Calle Aniceto Ortega",Distrito Federal,Benito Juárez,Del Valle Sur,,Departamento,Venta,Usado,7490000,42800.0,MXN,3,2,175.0,m²,https://departamento.mercadolibre.com.mx/MLM-805038359-venta-departamento-en-colonia-del-valle-calle-aniceto-ortega-_JM,http://http2.mlstatic.com/D_711251-MLM43163420672_082020-I.jpg,True,19.366802,-99.1725,MLM805038359
Departamento - Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Lindo PH con Roof Garden Para Estrenar.,Departamento,Venta,Nuevo,8468350,42769.444444444445,MXN,3,2,198.0,m²,https://departamento.mercadolibre.com.mx/MLM-883327684-departamento-del-valle-_JM,http://http2.mlstatic.com/D_920593-MLM45061680906_032021-I.jpg,True,19.39713,-99.16469,MLM883327684
Ubicadísimo Y Atractivo Departamento  En La Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Providencia 852,Departamento,Venta,Usado,4700000,42727.27272727273,MXN,3,2,110.0,m²,https://departamento.mercadolibre.com.mx/MLM-882427264-ubicadisimo-y-atractivo-departamento-en-la-del-valle-_JM,http://http2.mlstatic.com/D_723611-MLM45118433965_032021-I.jpg,True,19.388432,-99.169464,MLM882427264
En Venta Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Usado,4950000,42672.41379310345,MXN,2,2,116.0,m²,https://departamento.mercadolibre.com.mx/MLM-833490481-en-venta-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/800485-MLM44929032318_022021-I.jpg,True,19.379715,-99.16772,MLM833490481
"Departamento De 2 Recámaras, Terraza, 1 Cajón, En Colonia Le",Distrito Federal,Benito Juárez,Letran Valle,,Departamento,Venta,Nuevo,4772752,42613.857142857145,MXN,2,2,112.0,m²,https://departamento.mercadolibre.com.mx/MLM-851551721-departamento-de-2-recamaras-terraza-1-cajon-en-colonia-le-_JM,http://http2.mlstatic.com/D_817248-MLM44354697696_122020-I.jpg,True,19.375444,-99.15431,MLM851551721
"Excelente Inmueble Muy Iluminado, Dev-4480",Distrito Federal,Benito Juárez,Colonia Del Valle,MIGUEL LAURENT 298,Departamento,Venta,Usado,6500000,42483.660130718956,MXN,2,2,153.0,m²,https://departamento.mercadolibre.com.mx/MLM-897086703-excelente-inmueble-muy-iluminado-dev-4480-_JM,http://http2.mlstatic.com/D_609924-MLM45337184532_032021-I.jpg,True,19.376253,-99.169815,MLM897086703
Venta Departamento Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Usado,5690000,42462.68656716418,MXN,3,3,134.0,m²,https://departamento.mercadolibre.com.mx/MLM-844630822-venta-departamento-colonia-del-valle-_JM,http://http2.mlstatic.com/D_924623-MLM44197550032_112020-I.jpg,True,19.379715,-99.16772,MLM844630822
Casa En Venta De Tres Niveles En La Colonia Del Valle Con Te,Distrito Federal,Benito Juárez,Del Valle Centro,Patricio Sanz,Casa,Venta,Usado,9700000,42358.07860262009,MXN,3,3,229.0,m²,https://casa.mercadolibre.com.mx/MLM-859924623-casa-en-venta-de-tres-niveles-en-la-colonia-del-valle-con-te-_JM,http://http2.mlstatic.com/D_884230-MLM44521018258_012021-I.jpg,True,19.384083,-99.172104,MLM859924623
Hermoso Departamento En Colonia Letran Valle,Distrito Federal,Benito Juárez,Letran Valle,Cuauhtémoc  10,Casa,Venta,Usado,5200000,42276.422764227646,MXN,3,3,123.0,m²,https://casa.mercadolibre.com.mx/MLM-877515206-hermoso-departamento-en-colonia-letran-valle-_JM,http://http2.mlstatic.com/D_761558-MLM45017872103_022021-I.jpg,False,19.42534,-99.15348,MLM877515206
Departamento En Venta En La Colonia Del Valle /,Distrito Federal,Benito Juárez,Del Valle Norte,Del Valle 0,Departamento,Venta,Usado,3800000,42222.22222222222,MXN,2,1,90.0,m²,https://departamento.mercadolibre.com.mx/MLM-791890915-departamento-en-venta-en-la-colonia-del-valle--_JM,http://http2.mlstatic.com/D_989235-MLM42522731545_072020-I.jpg,True,19.391073,-99.16574,MLM791890915
Venta Casa Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Parque Mariscal Sucre 18,Casa,Venta,Usado,8500000,42079.207920792076,MXN,3,2,202.0,m²,https://casa.mercadolibre.com.mx/MLM-794346700-venta-casa-colonia-del-valle-_JM,http://http2.mlstatic.com/D_675365-MLM42682698710_072020-I.jpg,True,19.391352,-99.16406,MLM794346700
"Departamento En Venta En Gabriel Mancera, Colonia Del Valle",Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,5250000,42000.0,MXN,2,2,125.0,m²,https://departamento.mercadolibre.com.mx/MLM-846773404-departamento-en-venta-en-gabriel-mancera-colonia-del-valle-_JM,http://http2.mlstatic.com/D_775922-MLM44243173080_122020-I.jpg,True,19.379715,-99.16772,MLM846773404
Vendo Departamento De 106 M2 En Colonia Letrán Valle,Distrito Federal,Benito Juárez,Letran Valle,,Departamento,Venta,Usado,4450000,41981.1320754717,MXN,3,2,106.0,m²,https://departamento.mercadolibre.com.mx/MLM-875383343-vendo-departamento-de-106-m2-en-colonia-letran-valle-_JM,http://http2.mlstatic.com/D_854994-MLM44902408286_022021-I.jpg,True,19.375444,-99.15431,MLM875383343
Jca- Departamento Remate Bancario Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Avenida Magdalena 13,Departamento,Venta,not specified,3145000,41933.333333333336,MXN,3,1,75.0,m²,https://departamento.mercadolibre.com.mx/MLM-864855837-jca-departamento-remate-bancario-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/838168-MLM42575403372_072020-I.jpg,True,19.397305,-99.17016,MLM864855837
"Departamento En Venta En La Colonia Del Valle, Ciudad De México",Distrito Federal,Benito Juárez,Colonia Del Valle,Luz Savignon,Casa,Venta,not specified,4300000,41747.57281553398,MXN,3,2,103.0,m²,https://casa.mercadolibre.com.mx/MLM-895717849-departamento-en-venta-en-la-colonia-del-valle-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_907011-MLM45400973983_032021-I.jpg,True,19.39257,-99.165825,MLM895717849
Venta De Casa Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,Enrique Rebsamen 00,Casa,Venta,Usado,12500000,41666.666666666664,MXN,4,2,300.0,m²,https://casa.mercadolibre.com.mx/MLM-856514055-venta-de-casa-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/814373-MLM43431163564_092020-I.jpg,True,19.383114,-99.15973,MLM856514055
"Departamento En Venta Del Valle, Exclusivo, Amplio",Distrito Federal,Benito Juárez,Colonia Del Valle,Amores 1055,Departamento,Venta,not specified,5700000,41605.83941605839,MXN,3,2,137.0,m²,https://departamento.mercadolibre.com.mx/MLM-898078382-departamento-en-venta-del-valle-exclusivo-amplio-_JM,http://http2.mlstatic.com/D_991440-MLM45360781836_032021-I.jpg,True,19.38113,-99.167175,MLM898078382
"Bonito Departamento, Excelente Condiciones",Distrito Federal,Benito Juárez,Colonia Del Valle,Patricio Sanz 1028,Departamento,Venta,Usado,5400000,41538.46153846154,MXN,2,2,130.0,m²,https://departamento.mercadolibre.com.mx/MLM-789159274-bonito-departamento-excelente-condiciones-_JM,http://mlm-s1-p.mlstatic.com/640116-MLM42366932947_062020-I.jpg,True,19.385136,-99.17176,MLM789159274
Lindo Departmento En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Sur,Tejocotes 178,Departamento,Venta,Usado,2700000,41538.46153846154,MXN,2,1,65.0,m²,https://departamento.mercadolibre.com.mx/MLM-860285895-lindo-departmento-en-colonia-del-valle-_JM,http://mlm-s2-p.mlstatic.com/742986-MLM43439080884_092020-I.jpg,True,19.374323,-99.17718,MLM860285895
"Hermoso Departamento Con Muy Amplios Espacios, Dev-4291",Distrito Federal,Benito Juárez,Colonia Del Valle,ANICETO ORTEGA 1401,Departamento,Venta,Usado,5600000,41481.48148148148,MXN,3,2,135.0,m²,https://departamento.mercadolibre.com.mx/MLM-875345395-hermoso-departamento-con-muy-amplios-espacios-dev-4291-_JM,http://http2.mlstatic.com/D_881975-MLM43192165070_082020-I.jpg,True,19.366879,-99.16842,MLM875345395
"Aniceto Ortega, Del Valle Sur Estrena Departamento",Distrito Federal,Benito Juárez,Colonia Del Valle,"Aniceto Ortega, Del Valle sur Estrena Departamento",Departamento,Venta,Nuevo,4849000,41444.444444444445,MXN,2,2,117.0,m²,https://departamento.mercadolibre.com.mx/MLM-883327300-aniceto-ortega-del-valle-sur-estrena-departamento-_JM,http://http2.mlstatic.com/D_792168-MLM45061666109_032021-I.jpg,True,19.383947,-99.16391,MLM883327300
Amplísimo Departamento En Condominio En La Colonia Del Valle,Distrito Federal,Benito Juárez,Colonia Del Valle,Adolfo Prieto 125,Departamento,Venta,Usado,6630000,41437.5,MXN,3,3,160.0,m²,https://departamento.mercadolibre.com.mx/MLM-889887805-amplisimo-departamento-en-condominio-en-la-colonia-del-valle-_JM,http://http2.mlstatic.com/D_721610-MLM45187789730_032021-I.jpg,False,19.398792,-99.1662,MLM889887805
Departamento En Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,,Departamento,Venta,Nuevo,4553000,41390.90909090909,MXN,3,2,110.0,m²,https://departamento.mercadolibre.com.mx/MLM-875386710-departamento-en-colonia-del-valle-_JM,http://http2.mlstatic.com/D_903030-MLM44902412447_022021-I.jpg,True,19.379715,-99.16772,MLM875386710
Casa Nueva En Venta Colonia Del Valle,Distrito Federal,Benito Juárez,Del Valle Centro,,Casa,Venta,Nuevo,10800000,41379.31034482759,MXN,3,3,261.0,m²,https://casa.mercadolibre.com.mx/MLM-876029496-casa-nueva-en-venta-colonia-del-valle-_JM,http://mlm-s1-p.mlstatic.com/687542-MLM44656364383_012021-I.jpg,True,19.379715,-99.16772,MLM876029496
