Nombre de Publicación,Estado,Ciudad,Colonia,Avenida,Tipo de propiedad,Tipo de Operación,Condición del Inmueble,Precio,Precio por m2,Moneda,Número de recámaras,Número de baños completos,Número de m2,Unidad de medida,Link de la publicación,Foto de publicación,Real State Agency?,Latitud,Longitud,ID,updated_at
Manuel Doblado Centro (área 1),Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Manuel Doblado,Casa,Venta,Usado,6000000,19801.9802,MXN,4,3,303,m²,https://casa.mercadolibre.com.mx/MLM-812338641-manuel-doblado-centro-area-1-_JM,http://http2.mlstatic.com/D_680804-MLM45234452494_032021-I.jpg,TRUE,19.438772,-99.12529,MLM812338641,04/12/2021
"Casa En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Escandón II Sección,Minería,Casa,Venta,not specified,17000000,56105.61056,MXN,4,3,303,m²,https://casa.mercadolibre.com.mx/MLM-874131447-casa-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_907977-MLM44857617625_022021-I.jpg,TRUE,19.400991,-99.1767,MLM874131447,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Polanco,Cerrada Hacienda de los Morales 20,Departamento,Venta,Usado,14900000,49174.91749,MXN,3,2,303,m²,https://departamento.mercadolibre.com.mx/MLM-758407804-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_646996-MLM40833842497_022020-I.jpg,TRUE,19.435024,-99.2101,MLM758407804,04/12/2021
"Casa En Venta, Coyoacán, Ciudad De México",Distrito Federal,Coyoacán,Barrio Santa Catarina,Prolongación Ayuntamiento,Casa,Venta,not specified,20000000,66225.16556,MXN,4,3,302,m²,https://casa.mercadolibre.com.mx/MLM-807666186-casa-en-venta-coyoacan-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/971140-MLM43229021068_082020-I.jpg,TRUE,19.347507,-99.16897,MLM807666186,04/12/2021
"Casa En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Héroes De Padierna,Becal,Casa,Venta,not specified,5300000,17549.66887,MXN,3,2,302,m²,https://casa.mercadolibre.com.mx/MLM-899245711-casa-en-venta-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_830661-MLM45387693293_032021-I.jpg,TRUE,19.281485,-99.224754,MLM899245711,04/12/2021
"Casa En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Tetelpan,Desierto de los Leones,Casa,Venta,not specified,9400000,31125.82781,MXN,4,4,302,m²,https://casa.mercadolibre.com.mx/MLM-807679488-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/985453-MLM43230821557_082020-I.jpg,TRUE,19.340229,-99.232056,MLM807679488,04/12/2021
Casa Paseos De Taxqueña Ciudad De Mexico Remate Hip Sg W,Distrito Federal,Coyoacán,Paseos De Taxqueña,Paseo de los Abetos 0,Casa,Venta,not specified,3100100,10299.33555,MXN,4,2,301,m²,https://casa.mercadolibre.com.mx/MLM-750996023-casa-paseos-de-taxquena-ciudad-de-mexico-remate-hip-sg-w-_JM,http://http2.mlstatic.com/D_912224-MLM41152215265_032020-I.jpg,TRUE,19.341644,-99.1297,MLM750996023,04/12/2021
"Casa En Venta, Gustavo A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,Lindavista Norte,Callao,Casa,Venta,not specified,8995000,29983.33333,MXN,4,2,300,m²,https://casa.mercadolibre.com.mx/MLM-897422709-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_724511-MLM45346038395_032021-I.jpg,TRUE,19.489527,-99.12543,MLM897422709,04/12/2021
"Casa En Condominio En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,San Bartolo Ameyalco,Miguel Hidalgo,Casa,Venta,not specified,5950000,19833.33333,MXN,3,2,300,m²,https://casa.mercadolibre.com.mx/MLM-794650341-casa-en-condominio-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/912467-MLM42699231224_072020-I.jpg,TRUE,19.329817,-99.26453,MLM794650341,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Ahuehuetes Norte,Departamento,Venta,not specified,16000000,53333.33333,MXN,3,3,300,m²,https://departamento.mercadolibre.com.mx/MLM-794648619-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_944068-MLM42700034664_072020-I.jpg,TRUE,19.394762,-99.25888,MLM794648619,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Tennyson,Departamento,Venta,not specified,52351646,174505.4867,MXN,4,3,300,m²,https://departamento.mercadolibre.com.mx/MLM-758093818-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_829695-MLM40814468445_022020-I.jpg,TRUE,19.43267,-99.19496,MLM758093818,04/12/2021
"Casa En Venta En Col Del Bosque, Alcaldía Gustado A. Madero, Ciudad De México",Distrito Federal,Gustavo A. Madero,Del Bosque,,Casa,Venta,Usado,3928000,13093.33333,MXN,4,4,300,m²,https://casa.mercadolibre.com.mx/MLM-849327537-casa-en-venta-en-col-del-bosque-alcaldia-gustado-a-madero-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_663179-MLM44302557130_122020-I.jpg,TRUE,19.544144,-99.14354,MLM849327537,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Privada de los Tamarindos,Departamento,Venta,not specified,13950000,46500,MXN,3,4,300,m²,https://departamento.mercadolibre.com.mx/MLM-823735549-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/760005-MLM43622547830_092020-I.jpg,TRUE,19.385515,-99.253334,MLM823735549,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,PASEO DE LOS TAMARINDOS,Departamento,Venta,not specified,16108198,53693.99333,MXN,3,3,300,m²,https://departamento.mercadolibre.com.mx/MLM-812308972-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/660533-MLM43346641309_092020-I.jpg,TRUE,19.385914,-99.254616,MLM812308972,04/12/2021
"Casa En Venta, Coyoacán, Ciudad De México",Distrito Federal,Coyoacán,Avante,Retorno 27,Casa,Venta,not specified,5200000,17333.33333,MXN,5,3,300,m²,https://casa.mercadolibre.com.mx/MLM-862750900-casa-en-venta-coyoacan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_667730-MLM44581625251_012021-I.jpg,TRUE,19.331635,-99.13126,MLM862750900,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Secretaria de Marina,Departamento,Venta,not specified,13600000,45333.33333,MXN,3,3,300,m²,https://departamento.mercadolibre.com.mx/MLM-794654530-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/979747-MLM42699266298_072020-I.jpg,TRUE,19.389688,-99.26513,MLM794654530,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Juan Luis Vives,Departamento,Venta,not specified,11590000,38633.33333,MXN,3,3,300,m²,https://departamento.mercadolibre.com.mx/MLM-784580468-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/907977-MLM42175662750_062020-I.jpg,TRUE,19.461182,-99.260254,MLM784580468,04/12/2021
"Casa En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,El Molino,Av. Jose María Castorena,Casa,Venta,not specified,10570000,35233.33333,MXN,3,4,300,m²,https://casa.mercadolibre.com.mx/MLM-844638621-casa-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_861787-MLM44197840964_112020-I.jpg,TRUE,19.364632,-99.28425,MLM844638621,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,San Mateo Tlaltenango,Avenida de los Poetas,Departamento,Venta,not specified,18500000,62289.56229,MXN,3,2,297,m²,https://departamento.mercadolibre.com.mx/MLM-887445644-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_710790-MLM45141166489_032021-I.jpg,TRUE,19.352123,-99.25942,MLM887445644,04/12/2021
"Departamento En Venta, La Magdalena Contreras, Ciudad De México",Distrito Federal,La Magdalena Contreras,El Toro,Nube,Departamento,Venta,not specified,13340000,45067.56757,MXN,3,3,296,m²,https://departamento.mercadolibre.com.mx/MLM-807679184-departamento-en-venta-la-magdalena-contreras-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/772615-MLM43233542596_082020-I.jpg,TRUE,19.312044,-99.24293,MLM807679184,04/12/2021
"Casa En Venta En Tizapan, Alvaro Obregon, Ciudad De México",Distrito Federal,Alvaro Obregón,Ermita Tizapán,,Casa,Venta,Usado,5500000,18644.0678,MXN,10,6,295,m²,https://casa.mercadolibre.com.mx/MLM-849281763-casa-en-venta-en-tizapan-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_961194-MLM44300730576_122020-I.jpg,TRUE,19.337406,-99.204094,MLM849281763,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Del Valle Centro,Amores,Departamento,Venta,not specified,9000000,30612.2449,MXN,3,2,294,m²,https://departamento.mercadolibre.com.mx/MLM-784560460-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/716109-MLM42175562680_062020-I.jpg,TRUE,19.383799,-99.166435,MLM784560460,04/12/2021
"Penthouse En Tres Cumbres, Santa Fe, Ciudad De México",Distrito Federal,Alvaro Obregón,Santa Fe,Av de los poetas,Departamento,Venta,not specified,19633000,66778.91156,MXN,3,3,294,m²,https://departamento.mercadolibre.com.mx/MLM-895715367-penthouse-en-tres-cumbres-santa-fe-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_875498-MLM45400970815_032021-I.jpg,TRUE,19.354439,-99.26005,MLM895715367,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Aristoteles,Departamento,Venta,not specified,42284022,144314.0683,MXN,3,3,293,m²,https://departamento.mercadolibre.com.mx/MLM-781373905-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_745564-MLM42051381213_062020-I.jpg,TRUE,19.433228,-99.19336,MLM781373905,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Granada,Lago Zurich,Departamento,Venta,not specified,12533109,42775.11604,MXN,3,3,293,m²,https://departamento.mercadolibre.com.mx/MLM-700046766-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/941758-MLM31480991014_072019-I.jpg,TRUE,19.442131,-99.20292,MLM700046766,04/12/2021
"Casa En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Jardines Del Ajusco,Chemax,Casa,Venta,not specified,8200000,28082.19178,MXN,4,3,292,m²,https://casa.mercadolibre.com.mx/MLM-844642329-casa-en-venta-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_943286-MLM44228013717_122020-I.jpg,TRUE,19.292461,-99.21609,MLM844642329,04/12/2021
"Departamento En Venta Y Renta En Torre Carso Vip, Col. Granada, Miguel Hidalgo Ciudad De Mexico",Distrito Federal,Miguel Hidalgo,Ampliación Granada,,Departamento,Venta,Usado,22950000,78865.97938,MXN,3,4,291,m²,https://departamento.mercadolibre.com.mx/MLM-849274552-departamento-en-venta-y-renta-en-torre-carso-vip-col-granada-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_904635-MLM44300746666_122020-I.jpg,TRUE,19.443178,-99.20237,MLM849274552,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Santa Fe Cuajimalpa,Altavista,Departamento,Venta,not specified,14000000,48275.86207,MXN,3,3,290,m²,https://departamento.mercadolibre.com.mx/MLM-784562564-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/744868-MLM42175548557_062020-I.jpg,TRUE,19.371794,-99.26841,MLM784562564,04/12/2021
"Casa En Venta, La Magdalena Contreras, Ciudad De México",Distrito Federal,La Magdalena Contreras,San Nicolás Totolapan,MATAMOROS,Casa,Venta,not specified,8600000,29757.78547,MXN,3,3,289,m²,https://casa.mercadolibre.com.mx/MLM-758093760-casa-en-venta-la-magdalena-contreras-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/807616-MLM40814613086_022020-I.jpg,TRUE,19.29683,-99.234764,MLM758093760,04/12/2021
"Casa En Venta, Coyoacán, Ciudad De México",Distrito Federal,Coyoacán,Cantil Del Pedregal,PASEO DEL CANTIL  60,Casa,Venta,not specified,14600000,50519.03114,MXN,2,2,289,m²,https://casa.mercadolibre.com.mx/MLM-886551987-casa-en-venta-coyoacan-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/990901-MLM45118912719_032021-I.jpg,TRUE,19.300179,-99.15653,MLM886551987,04/12/2021
"Casa En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Cuauhtémoc,Río Balsas 59,Casa,Venta,Usado,11000000,38062.28374,MXN,4,3,289,m²,https://casa.mercadolibre.com.mx/MLM-831466734-casa-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_634120-MLM43840522564_102020-I.jpg,TRUE,19.432693,-99.16941,MLM831466734,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Lamartine,Departamento,Venta,not specified,15500000,53819.44444,MXN,3,2,288,m²,https://departamento.mercadolibre.com.mx/MLM-897430589-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_916459-MLM45346054476_032021-I.jpg,TRUE,19.43212,-99.189735,MLM897430589,04/12/2021
"Penthouse En Venta, Polanco V Sección, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,,Departamento,Venta,Usado,23000000,79861.11111,MXN,3,5,288,m²,https://departamento.mercadolibre.com.mx/MLM-892523879-penthouse-en-venta-polanco-v-seccion-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_720593-MLM45241339312_032021-I.jpg,TRUE,19.454332,-99.20029,MLM892523879,04/12/2021
"Casa En Venta, Iztapalapa, Ciudad De México",Distrito Federal,Iztapalapa,Santiago Acahualtepec 2a. Ampliación,ALCANFORT,Casa,Venta,not specified,3500000,12195.12195,MXN,5,3,287,m²,https://casa.mercadolibre.com.mx/MLM-700129728-casa-en-venta-iztapalapa-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_771129-MLM31482971099_072019-I.jpg,TRUE,19.344023,-99.00972,MLM700129728,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Anatolle France,Departamento,Venta,not specified,36750000,128496.5035,MXN,3,3,286,m²,https://departamento.mercadolibre.com.mx/MLM-784564658-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/675870-MLM43157232116_082020-I.jpg,TRUE,19.431198,-99.19764,MLM784564658,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Santa Fe Cuajimalpa,Vasco de Quiroga,Departamento,Venta,not specified,12500000,43859.64912,MXN,3,3,285,m²,https://departamento.mercadolibre.com.mx/MLM-759868234-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/730382-MLM40921132222_022020-I.jpg,TRUE,19.363163,-99.27304,MLM759868234,04/12/2021
"Departamento En Venta, Renta En Parque Del Pedregal, Tlalpan, Ciudad De Mexico",Distrito Federal,Tlalpan,Parque Del Pedregal,,Departamento,Venta,Usado,17250000,60526.31579,MXN,3,4,285,m²,https://departamento.mercadolibre.com.mx/MLM-849276298-departamento-en-venta-renta-en-parque-del-pedregal-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_922228-MLM44300916838_122020-I.jpg,TRUE,19.300097,-99.19198,MLM849276298,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Paseo de los Laureles,Departamento,Venta,not specified,14900000,52280.70175,MXN,2,3,285,m²,https://departamento.mercadolibre.com.mx/MLM-758153367-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/931470-MLM40816935083_022020-I.jpg,TRUE,19.386547,-99.2575,MLM758153367,04/12/2021
"Casa En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Olivar De Los Padres,Av. Camino al Desierto de los leones,Casa,Venta,not specified,11000000,38732.39437,MXN,3,3,284,m²,https://casa.mercadolibre.com.mx/MLM-807688448-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_748507-MLM43229882619_082020-I.jpg,TRUE,19.342737,-99.219925,MLM807688448,04/12/2021
Exclusivo Departamento En La Mejor Zona Del Sur De La Ciudad De México.,Distrito Federal,Coyoacán,Tlalpan,Exclusivo Departamento en la Mejor Zona del sur de la Ciudad de Mèxico.,Departamento,Venta,Nuevo,17407000,61508.83392,MXN,3,3,283,m²,https://departamento.mercadolibre.com.mx/MLM-885086565-exclusivo-departamento-en-la-mejor-zona-del-sur-de-la-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/827530-MLM45091770233_032021-I.jpg,TRUE,19.287037,-99.15554,MLM885086565,04/12/2021
"Departamento En  Parque Del Pedregal. Tlalpan, Ciudad De Mexico",Distrito Federal,Tlalpan,Parque Del Pedregal,,Departamento,Venta,Usado,17550000,62014.13428,MXN,3,4,283,m²,https://departamento.mercadolibre.com.mx/MLM-849278732-departamento-en-parque-del-pedregal-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_685819-MLM44300738596_122020-I.jpg,TRUE,19.300097,-99.19198,MLM849278732,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Aristóteles,Departamento,Venta,not specified,19629592,69362.5159,MXN,3,3,283,m²,https://departamento.mercadolibre.com.mx/MLM-758094798-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/623231-MLM40814580530_022020-I.jpg,TRUE,19.433228,-99.19336,MLM758094798,04/12/2021
"Casa En Venta, La Magdalena Contreras, Ciudad De México",Distrito Federal,La Magdalena Contreras,San Jerónimo Aculco,Tierra Blanca,Casa,Venta,not specified,5990000,21166.07774,MXN,3,2,283,m²,https://casa.mercadolibre.com.mx/MLM-807678234-casa-en-venta-la-magdalena-contreras-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_815974-MLM43230532939_082020-I.jpg,TRUE,19.31555,-99.22914,MLM807678234,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Paseo de los Laureles,Departamento,Venta,not specified,9980000,35516.01423,MXN,2,2,281,m²,https://departamento.mercadolibre.com.mx/MLM-896377733-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_654099-MLM45318165116_032021-I.jpg,TRUE,19.386547,-99.2575,MLM896377733,04/12/2021
"Casa En Venta, Iztapalapa, Ciudad De México",Distrito Federal,Iztapalapa,El Prado,Sur 73 a,Casa,Venta,not specified,3811150,13611.25,MXN,3,2,280,m²,https://casa.mercadolibre.com.mx/MLM-894022971-casa-en-venta-iztapalapa-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_792228-MLM45270617135_032021-I.jpg,TRUE,19.35898,-99.13413,MLM894022971,04/12/2021
"Casa En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Narvarte Poniente,Pestalozzi,Casa,Venta,not specified,7985000,28517.85714,MXN,4,2,280,m²,https://casa.mercadolibre.com.mx/MLM-830817875-casa-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/695387-MLM43823472433_102020-I.jpg,TRUE,19.389704,-99.15873,MLM830817875,04/12/2021
"Casa En Condominio En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Cuajimalpa,coahuila,Casa,Venta,not specified,7700000,27500,MXN,4,3,280,m²,https://casa.mercadolibre.com.mx/MLM-727329837-casa-en-condominio-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_929490-MLM32557504569_102019-I.jpg,TRUE,19.355211,-99.2952,MLM727329837,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Lomas De Bezares,Carretera México Toluca,Departamento,Venta,not specified,10600000,37857.14286,MXN,3,3,280,m²,https://departamento.mercadolibre.com.mx/MLM-794650337-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/808792-MLM42699557652_072020-I.jpg,TRUE,19.387266,-99.24427,MLM794650337,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas De Vista Hermosa,Paeso de laureles,Departamento,Venta,not specified,11500000,41071.42857,MXN,2,2,280,m²,https://departamento.mercadolibre.com.mx/MLM-841030077-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/601913-MLM44113531924_112020-I.jpg,TRUE,19.382713,-99.2621,MLM841030077,04/12/2021
"Casa En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Irrigación,Presa Valsequillo,Casa,Venta,not specified,15500000,55357.14286,MXN,3,4,280,m²,https://casa.mercadolibre.com.mx/MLM-830818011-casa-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_842434-MLM43823494640_102020-I.jpg,TRUE,19.443266,-99.21374,MLM830818011,04/12/2021
"Departamento En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,Lomas Del Pedregal,Cobalto,Departamento,Venta,not specified,14500000,52158.27338,MXN,3,3,278,m²,https://departamento.mercadolibre.com.mx/MLM-758132194-departamento-en-venta-tlalpan-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/838696-MLM40815705645_022020-I.jpg,TRUE,19.304276,-99.22074,MLM758132194,04/12/2021
"Casa En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Narvarte Poniente,Pitágoras,Casa,Venta,not specified,12000000,43165.46763,MXN,4,3,278,m²,https://casa.mercadolibre.com.mx/MLM-830821118-casa-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_788815-MLM43823502494_102020-I.jpg,TRUE,19.389608,-99.15806,MLM830821118,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Guadalupe Inn,Av Revolución,Departamento,Venta,not specified,14420000,51870.5036,MXN,3,3,278,m²,https://departamento.mercadolibre.com.mx/MLM-886551947-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_906833-MLM45118901608_032021-I.jpg,TRUE,19.357508,-99.18967,MLM886551947,04/12/2021
"¡departamento En Remate! En Azcapotzalco, Ciudad De Mexico",Distrito Federal,Azcapotzalco,,,Departamento,Venta,Usado,1000000,3597.122302,MXN,2,1,278,m²,https://departamento.mercadolibre.com.mx/MLM-846756172-departamento-en-remate-en-azcapotzalco-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/854044-MLM44242145171_122020-I.jpg,TRUE,19.484661,-99.188675,MLM846756172,04/12/2021
"Casa En Venta En Contadero,ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Contadero,,Casa,Venta,Nuevo,6800000,24548.73646,MXN,4,3,277,m²,https://casa.mercadolibre.com.mx/MLM-884121041-casa-en-venta-en-contaderociudad-de-mexico-_JM,http://http2.mlstatic.com/D_883284-MLM45076809134_032021-I.jpg,TRUE,19.347057,-99.29658,MLM884121041,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Bosques de las Lomas,Avenida de los Bosques,Departamento,Venta,not specified,9900000,36000,MXN,2,2,275,m²,https://departamento.mercadolibre.com.mx/MLM-794648627-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_839276-MLM42699298581_072020-I.jpg,TRUE,19.4008,-99.25706,MLM794648627,04/12/2021
"Casa En Condominio En Venta, La Magdalena Contreras, Ciudad De México",Distrito Federal,La Magdalena Contreras,San Jerónimo Aculco,Av. San Francisco,Casa,Venta,not specified,8980000,32654.54545,MXN,3,3,275,m²,https://casa.mercadolibre.com.mx/MLM-758110562-casa-en-condominio-en-venta-la-magdalena-contreras-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/826420-MLM40815142845_022020-I.jpg,TRUE,19.316763,-99.22951,MLM758110562,04/12/2021
"Casa En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Cuajimalpa,José María Castorena,Casa,Venta,not specified,9200000,33454.54545,MXN,3,3,275,m²,https://casa.mercadolibre.com.mx/MLM-876790201-casa-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_740151-MLM45420727218_042021-I.jpg,TRUE,19.36163,-99.292,MLM876790201,04/12/2021
"Casa En Venta, Tlalpan, Ciudad De México",Distrito Federal,Tlalpan,San Pedro Mártir,prolongacion 5 de mayo,Casa,Venta,not specified,6800000,24727.27273,MXN,3,4,275,m²,https://casa.mercadolibre.com.mx/MLM-886558156-casa-en-venta-tlalpan-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_730272-MLM45118898905_032021-I.jpg,TRUE,19.265383,-99.17546,MLM886558156,04/12/2021
"Casa En Condominio En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Cuajimalpa,José María Castorena,Casa,Venta,not specified,9200000,33454.54545,MXN,3,3,275,m²,https://casa.mercadolibre.com.mx/MLM-876784483-casa-en-condominio-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_725721-MLM44960079864_022021-I.jpg,TRUE,19.36163,-99.292,MLM876784483,04/12/2021
