Nombre de Publicación,Estado,Ciudad,Colonia,Avenida,Tipo de propiedad,Tipo de Operación,Condición del Inmueble,Precio,Precio por m2,Moneda,Número de recámaras,Número de baños completos,Número de m2,Unidad de medida,Link de la publicación,Foto de publicación,Real State Agency?,Latitud,Longitud,ID,updated_at
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Homero,Departamento,Venta,not specified,15700000,104666.6667,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-758091702-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_675164-MLM40814640072_022020-I.jpg,TRUE,19.435997,-99.1981,MLM758091702,04/12/2021
"Departamento En Venta, Havre, Juárez, Ciudad De México.",Distrito Federal,Cuauhtémoc,Juárez,,Departamento,Venta,Nuevo,8874000,59160,MXN,2,3,150,m²,https://departamento.mercadolibre.com.mx/MLM-862410092-departamento-en-venta-havre-juarez-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/791732-MLM44577091195_012021-I.jpg,TRUE,19.426752,-99.16184,MLM862410092,04/12/2021
"Departamento En Venta Col. Polanco Sección I, Alcaldia Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,,Departamento,Venta,Usado,6900000,46000,MXN,3,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-849325514-departamento-en-venta-col-polanco-seccion-i-alcaldia-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_997010-MLM44302557189_122020-I.jpg,TRUE,19.454332,-99.20029,MLM849325514,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Ejercito Nacional,Departamento,Venta,not specified,8990000,59933.33333,MXN,3,3,150,m²,https://departamento.mercadolibre.com.mx/MLM-807681238-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/858950-MLM43230723716_082020-I.jpg,TRUE,19.437927,-99.19376,MLM807681238,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Temistocles,Departamento,Venta,not specified,18900000,126000,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-758091954-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/738033-MLM40814550264_022020-I.jpg,TRUE,19.432571,-99.19183,MLM758091954,04/12/2021
"Departamento En Venta, Havre, Juárez, Ciudad De México.",Distrito Federal,Cuauhtémoc,Juárez,,Departamento,Venta,Nuevo,8109000,54060,MXN,2,3,150,m²,https://departamento.mercadolibre.com.mx/MLM-862420185-departamento-en-venta-havre-juarez-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/783739-MLM44577332518_012021-I.jpg,TRUE,19.426752,-99.16184,MLM862420185,04/12/2021
"Venta De Casa En Coyoacán 150m2 ,  Ciudad De México ",Distrito Federal,Coyoacán,Emiliano Zapata Fraccionamiento Popular,AMACUZAC 00,Casa,Venta,not specified,905000,6033.333333,MXN,3,2,150,m²,https://casa.mercadolibre.com.mx/MLM-861258301-venta-de-casa-en-coyoacan-150m2-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_726271-MLM40988265591_032020-I.jpg,TRUE,19.318628,-99.11179,MLM861258301,04/12/2021
"Departamento Rio Tigris 47, 150 M2 Con Roof Garden",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Río Tigris,Departamento,Venta,Nuevo,7951000,53006.66667,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-905211460-departamento-rio-tigris-47-150-m2-con-roof-garden-_JM,http://http2.mlstatic.com/D_892608-MLM45536932655_042021-I.jpg,TRUE,19.432678,-99.16843,MLM905211460,04/12/2021
Casa En Venta En Ciudad De Mexico/alvaro Obregon/lomas Del Centenario,Distrito Federal,Alvaro Obregón,,Casa en Venta en Ciudad de Mexico/alvaro Obregon/lomas del Centenario,Casa,Venta,Nuevo,2600000,17333.33333,MXN,3,2,150,m²,https://casa.mercadolibre.com.mx/MLM-900011291-casa-en-venta-en-ciudad-de-mexicoalvaro-obregonlomas-del-centenario-_JM,http://http2.mlstatic.com/D_981196-MLM45406418172_032021-I.jpg,TRUE,19.356926,-99.23591,MLM900011291,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Las Tinajas,Vasco de Quiroga,Departamento,Venta,not specified,7899000,52660,MXN,3,3,150,m²,https://departamento.mercadolibre.com.mx/MLM-897423132-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_838012-MLM45346125893_032021-I.jpg,TRUE,19.354256,-99.283226,MLM897423132,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Tizapán,Blvd. Adolfo López Mateos,Departamento,Venta,not specified,9400000,62666.66667,MXN,3,3,150,m²,https://departamento.mercadolibre.com.mx/MLM-807688361-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/788036-MLM43230131259_082020-I.jpg,TRUE,19.373459,-99.19236,MLM807688361,04/12/2021
"150 M2 Departamento, Rio Tigris 47, Cuauhtémoc",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Río Tigris,Departamento,Venta,Nuevo,7950000,53000,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-905211462-150-m2-departamento-rio-tigris-47-cuauhtemoc-_JM,http://http2.mlstatic.com/D_982127-MLM45536929532_042021-I.jpg,TRUE,19.432678,-99.16843,MLM905211462,04/12/2021
"Ultimo Departamento, Rio Tigris 47",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Río Tigris,Departamento,Venta,Nuevo,7950000,53000,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-905211463-ultimo-departamento-rio-tigris-47-_JM,http://http2.mlstatic.com/D_825423-MLM45536931461_042021-I.jpg,TRUE,19.432678,-99.16843,MLM905211463,04/12/2021
"Departamento Con Roof Garden, Rio Tigris 47",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Río Tigris,Departamento,Venta,Nuevo,7950000,53000,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-905217994-departamento-con-roof-garden-rio-tigris-47-_JM,http://http2.mlstatic.com/D_965227-MLM45536931437_042021-I.jpg,TRUE,19.432678,-99.16843,MLM905217994,04/12/2021
"Ultimo Departamento, Cuauhtémoc 150 M2 Y Roof Garden Privado",Distrito Federal,Cuauhtémoc,Centro De La Ciudad De México Area 1,Río Tigris,Departamento,Venta,Nuevo,7950000,53000,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-905211457-ultimo-departamento-cuauhtemoc-150-m2-y-roof-garden-privado-_JM,http://http2.mlstatic.com/D_766999-MLM45536932624_042021-I.jpg,TRUE,19.432678,-99.16843,MLM905211457,04/12/2021
"Departamento En Venta, Havre, Juárez, Ciudad De México.",Distrito Federal,Cuauhtémoc,Juárez,,Departamento,Venta,Nuevo,8415000,56100,MXN,2,3,150,m²,https://departamento.mercadolibre.com.mx/MLM-862427025-departamento-en-venta-havre-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_713385-MLM44577317788_012021-I.jpg,TRUE,19.426752,-99.16184,MLM862427025,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Del Valle Centro,Amores,Departamento,Venta,not specified,7300000,48666.66667,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-758132019-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_714808-MLM40815671482_022020-I.jpg,TRUE,19.383799,-99.166435,MLM758132019,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Del Valle Centro,Felix Cuevas,Departamento,Venta,not specified,5200000,34666.66667,MXN,3,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-794654338-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_621868-MLM42699049031_072020-I.jpg,TRUE,19.372198,-99.17188,MLM794654338,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Lomas Del Chamizal,Secretaría de Marina,Departamento,Venta,not specified,9500000,63333.33333,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-897426323-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_821893-MLM45346152157_032021-I.jpg,TRUE,19.389688,-99.26513,MLM897426323,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Tizapán,Iglesia,Departamento,Venta,not specified,7900000,52666.66667,MXN,3,3,150,m²,https://departamento.mercadolibre.com.mx/MLM-899249668-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_954699-MLM45387706207_032021-I.jpg,TRUE,19.335386,-99.19959,MLM899249668,04/12/2021
Casa En Venta En Ciudad De Mexico Colonia Florida,Distrito Federal,Alvaro Obregón,Florida,Casa en Venta en Ciudad de Mexico Colonia Florida,Casa,Venta,Nuevo,13900000,92666.66667,MXN,3,3,150,m²,https://casa.mercadolibre.com.mx/MLM-900044958-casa-en-venta-en-ciudad-de-mexico-colonia-florida-_JM,http://http2.mlstatic.com/D_656523-MLM45407079050_032021-I.jpg,TRUE,19.363901,-99.17876,MLM900044958,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Los Alpes,I San Ángel,Departamento,Venta,not specified,9558823,63725.48667,MXN,2,2,150,m²,https://departamento.mercadolibre.com.mx/MLM-807684389-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/801507-MLM43231110003_082020-I.jpg,TRUE,19.35905,-99.19434,MLM807684389,04/12/2021
"Departamento En Venta, Casa Roma, Cuauhtémoc, Ciudad De Méxi",Distrito Federal,Cuauhtémoc,Roma Sur,,Departamento,Venta,Nuevo,11000000,73825.50336,MXN,2,2,149,m²,https://departamento.mercadolibre.com.mx/MLM-864443507-departamento-en-venta-casa-roma-cuauhtemoc-ciudad-de-mexi-_JM,http://http2.mlstatic.com/D_991456-MLM44631007444_012021-I.jpg,TRUE,19.405298,-99.164986,MLM864443507,04/12/2021
"Departamento En Venta, Casa Roma, Cuauhtémoc, Ciudad De Méxi",Distrito Federal,Cuauhtémoc,Roma Sur,,Departamento,Venta,Nuevo,9670000,64899.32886,MXN,3,2,149,m²,https://departamento.mercadolibre.com.mx/MLM-864457756-departamento-en-venta-casa-roma-cuauhtemoc-ciudad-de-mexi-_JM,http://mlm-s1-p.mlstatic.com/917832-MLM44631695876_012021-I.jpg,TRUE,19.405298,-99.164986,MLM864457756,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Del Valle Centro,Adolfo Prieto,Departamento,Venta,not specified,4700000,31543.62416,MXN,2,2,149,m²,https://departamento.mercadolibre.com.mx/MLM-807677605-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_794762-MLM43229208097_082020-I.jpg,TRUE,19.383741,-99.16964,MLM807677605,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Doctores,Doctor Martínez del Río,Departamento,Venta,not specified,5300000,35570.4698,MXN,3,2,149,m²,https://departamento.mercadolibre.com.mx/MLM-808570528-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_653132-MLM43418242247_092020-I.jpg,TRUE,19.417414,-99.14928,MLM808570528,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Del Valle Centro,Amores,Departamento,Venta,not specified,7165000,48087.24832,MXN,3,2,149,m²,https://departamento.mercadolibre.com.mx/MLM-758139098-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/761610-MLM40815981151_022020-I.jpg,TRUE,19.383799,-99.166435,MLM758139098,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Roma Sur,Nayarit,Departamento,Venta,not specified,7600000,51351.35135,MXN,2,2,148,m²,https://departamento.mercadolibre.com.mx/MLM-758097041-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/717172-MLM40814989360_022020-I.jpg,TRUE,19.409822,-99.16214,MLM758097041,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Suderman,Departamento,Venta,not specified,8550000,57770.27027,MXN,2,2,148,m²,https://departamento.mercadolibre.com.mx/MLM-795054772-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_663543-MLM42726063480_072020-I.jpg,TRUE,19.433279,-99.184135,MLM795054772,04/12/2021
"Departamento En Venta, Benito Juarez, Ciudad De México",Distrito Federal,Benito Juárez,Del Valle Norte,Mier y Pesado 236,Departamento,Venta,Usado,4500000,30405.40541,MXN,2,2,148,m²,https://departamento.mercadolibre.com.mx/MLM-758411065-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/782791-MLM45100996414_032021-I.jpg,TRUE,19.39521,-99.16507,MLM758411065,04/12/2021
"Departamento En Venta, Benito Juárez, Ciudad De México",Distrito Federal,Benito Juárez,Acacias,Calle 3,Departamento,Venta,not specified,6404500,43568.02721,MXN,2,2,147,m²,https://departamento.mercadolibre.com.mx/MLM-807677664-departamento-en-venta-benito-juarez-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/882577-MLM43229232884_082020-I.jpg,TRUE,19.362526,-99.17388,MLM807677664,04/12/2021
"Departamento En Venta, Cuajimalpa De Morelos, Ciudad De México",Distrito Federal,Cuajimalpa De Morelos,Santa Fe Cuajimalpa,Santa Fe,Departamento,Venta,not specified,8250000,56506.84932,MXN,2,3,146,m²,https://departamento.mercadolibre.com.mx/MLM-808575099-departamento-en-venta-cuajimalpa-de-morelos-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/665689-MLM43260229566_082020-I.jpg,TRUE,19.361988,-99.26622,MLM808575099,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Tetelpan,DESIERTO DE LOS LEONES,Departamento,Venta,not specified,7174000,49136.9863,MXN,2,2,146,m²,https://departamento.mercadolibre.com.mx/MLM-758092208-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,,TRUE,19.340338,-99.23213,MLM758092208,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Santa Fe,Av. Javier Barros Sierra,Departamento,Venta,not specified,7650000,52397.26027,MXN,3,2,146,m²,https://departamento.mercadolibre.com.mx/MLM-807681201-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_669338-MLM43231094080_082020-I.jpg,TRUE,19.36998,-99.25428,MLM807681201,04/12/2021
"Casa En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,San Bartolo Ameyalco,"La Palma, Residencial San Francisco",Casa,Venta,not specified,4106214,28124.75342,MXN,3,3,146,m²,https://casa.mercadolibre.com.mx/MLM-830821074-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/978226-MLM43823497605_102020-I.jpg,TRUE,19.32574,-99.26952,MLM830821074,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Santa Fe,Ave. Javier Barros Sierra,Departamento,Venta,not specified,7350000,50342.46575,MXN,3,2,146,m²,https://departamento.mercadolibre.com.mx/MLM-880277487-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/702289-MLM45043637863_032021-I.jpg,TRUE,19.36998,-99.25428,MLM880277487,04/12/2021
Departamento En Hipodromo Condesa Ciudad De Mexico,Distrito Federal,Cuauhtémoc,Hipodromo Condesa,Avenida Benjamin Hill 97,Departamento,Venta,Usado,3767384,25981.95862,MXN,4,2,145,m²,https://departamento.mercadolibre.com.mx/MLM-835236387-departamento-en-hipodromo-condesa-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/938327-MLM43985576402_112020-I.jpg,TRUE,19.408154,-99.17974,MLM835236387,04/12/2021
"Departamento En Venta, Álvaro Obregón, Ciudad De México",Distrito Federal,Alvaro Obregón,Progreso Tizapan,Boulevard Adolfo López Mateos,Departamento,Venta,not specified,4944000,34096.55172,MXN,2,2,145,m²,https://departamento.mercadolibre.com.mx/MLM-758134810-departamento-en-venta-alvaro-obregon-ciudad-de-mexico-_JM,http://http2.mlstatic.com/D_747831-MLM40815749533_022020-I.jpg,TRUE,19.335398,-99.20741,MLM758134810,04/12/2021
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Distrito Federal,Cuauhtémoc,Cuauhtémoc,Rio Amazonas,Departamento,Venta,not specified,6400000,44137.93103,MXN,1,1,145,m²,https://departamento.mercadolibre.com.mx/MLM-832652391-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/634224-MLM43896119972_102020-I.jpg,TRUE,19.431034,-99.163536,MLM832652391,04/12/2021
"Departamento En Venta, Miguel Hidalgo, Ciudad De México",Distrito Federal,Miguel Hidalgo,Ampliación Torre Blanca,Francisco Petrarca,Departamento,Venta,not specified,12600000,86896.55172,MXN,2,2,145,m²,https://departamento.mercadolibre.com.mx/MLM-829203553-departamento-en-venta-miguel-hidalgo-ciudad-de-mexico-_JM,http://mlm-s2-p.mlstatic.com/753834-MLM43777370545_102020-I.jpg,TRUE,19.436504,-99.18569,MLM829203553,04/12/2021
"Departamento En Venta, Havre, Juárez, Ciudad De México.",Distrito Federal,Cuauhtémoc,Juárez,,Departamento,Venta,Nuevo,8800000,60689.65517,MXN,2,3,145,m²,https://departamento.mercadolibre.com.mx/MLM-862404872-departamento-en-venta-havre-juarez-ciudad-de-mexico-_JM,http://mlm-s1-p.mlstatic.com/907124-MLM44577076035_012021-I.jpg,TRUE,19.426752,-99.16184,MLM862404872,04/12/2021
