Nombre de Publicación,Tipo de Inmueble,Estado,Ciudad,Colonia,Latitud,Longitud,Número de m2,Unidad de medida,Precio,Moneda,Link de la publicación
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,67,m²,"4,212,050",MXN,https://departamento.mercadolibre.com.mx/MLM-812066851-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,62,m²,"3,780,500",MXN,https://departamento.mercadolibre.com.mx/MLM-812070565-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,77,m²,"4,425,200",MXN,https://departamento.mercadolibre.com.mx/MLM-812063759-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,75,m²,"4,692,900",MXN,https://departamento.mercadolibre.com.mx/MLM-812070601-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,67,m²,"4,172,050",MXN,https://departamento.mercadolibre.com.mx/MLM-812063753-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,62,m²,"3,660,500",MXN,https://departamento.mercadolibre.com.mx/MLM-812063752-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,67,m²,"4,192,050",MXN,https://departamento.mercadolibre.com.mx/MLM-812063750-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,75,m²,"4,732,900",MXN,https://departamento.mercadolibre.com.mx/MLM-812070585-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,78,m²,"4,903,850",MXN,https://departamento.mercadolibre.com.mx/MLM-812070582-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,78,m²,"4,923,850",MXN,https://departamento.mercadolibre.com.mx/MLM-812070572-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,75,m²,"4,752,900",MXN,https://departamento.mercadolibre.com.mx/MLM-812070571-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,67,m²,"4,232,050",MXN,https://departamento.mercadolibre.com.mx/MLM-812063743-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Roma Sur, Departamentos Ubicados Cerca De Importantes Vialidades",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,127,m²,"7,030,000",MXN,https://departamento.mercadolibre.com.mx/MLM-813417683-roma-sur-departamentos-ubicados-cerca-de-importantes-vialidades-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,67,m²,"4,152,050",MXN,https://departamento.mercadolibre.com.mx/MLM-812070604-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,64,m²,"3,785,150",MXN,https://departamento.mercadolibre.com.mx/MLM-812070591-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,64,m²,"3,805,150",MXN,https://departamento.mercadolibre.com.mx/MLM-812070578-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
Hermoso Departamento En Venta En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.406744,-99.1561,95,m²,"4,640,000",MXN,https://departamento.mercadolibre.com.mx/MLM-815489765-hermoso-departamento-en-venta-en-roma-sur-_JM
Depto En Venta Baja California,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40637,-99.16202,65,m²,"4,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-808638347-depto-en-venta-baja-california-_JM
Se Vende Departamento En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,111,m²,"6,744,923",MXN,https://departamento.mercadolibre.com.mx/MLM-798014963-se-vende-departamento-en-roma-sur-_JM
Pre-venta Departamentos Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,104,m²,"7,233,140",MXN,https://departamento.mercadolibre.com.mx/MLM-825961814-pre-venta-departamentos-roma-sur-_JM
Departamento De Entrega Inmediata En La Colonia Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405256,-99.16621,116,m²,"6,560,000",MXN,https://departamento.mercadolibre.com.mx/MLM-807273544-departamento-de-entrega-inmediata-en-la-colonia-roma-sur-_JM
"Vo Preventa, Roma Norte",Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.412472,-99.15622,43,m²,"2,838,000",MXN,https://departamento.mercadolibre.com.mx/MLM-784419006-vo-preventa-roma-norte-_JM
"Departamento En Venta En MinatitlÃ¡n, Col. Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,169,m²,"7,900,000",MXN,https://departamento.mercadolibre.com.mx/MLM-829511748-departamento-en-venta-en-minatitlan-col-roma-sur-_JM
Departamento En Preventa - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,64,m²,"4,224,950",MXN,https://departamento.mercadolibre.com.mx/MLM-823982769-departamento-en-preventa-roma-sur-_JM
"Departamento En Viaducto, En La Colonia Roma Sur.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,92,m²,"3,353,130",MXN,https://departamento.mercadolibre.com.mx/MLM-829193378-departamento-en-viaducto-en-la-colonia-roma-sur-_JM
"Casa  Roma, Exclusivos Departamento Para Acondicionar A Tu Gusto Con Roof Garden",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,312,m²,"10,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-777153118-casa-roma-exclusivos-departamento-para-acondicionar-a-tu-gusto-con-roof-garden-_JM
"Departamento En Venta En Av Monterrey, Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,114,m²,"6,702,350",MXN,https://departamento.mercadolibre.com.mx/MLM-812063761-departamento-en-venta-en-av-monterrey-roma-sur-cuauhtemoc-cdmx-_JM
"Departamento En Viaducto, En La Colonia Roma Sur.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,92,m²,"3,929,812",MXN,https://departamento.mercadolibre.com.mx/MLM-829195895-departamento-en-viaducto-en-la-colonia-roma-sur-_JM
"Roma Sur, X Estrenar",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,107,m²,"5,390,000",MXN,https://departamento.mercadolibre.com.mx/MLM-824375942-roma-sur-x-estrenar-_JM
"Depto En Venta, Zacatecas Roma Norte.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416506,-99.155525,85,m²,"4,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-780917307-depto-en-venta-zacatecas-roma-norte-_JM
Departamento - Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.41584,-99.159676,192,m²,"15,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-754084986-departamento-roma-_JM
Departamento En Venta Colonia Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.407675,-99.16004,64,m²,"4,224,950",MXN,https://departamento.mercadolibre.com.mx/MLM-807273647-departamento-en-venta-colonia-roma-sur-_JM
Para Estrenar Departamento Tipo Loft En La Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.403793,-99.16316,99,m²,"6,580,413",MXN,https://departamento.mercadolibre.com.mx/MLM-829166721-para-estrenar-departamento-tipo-loft-en-la-roma-sur-_JM
"Venta De Departamento En La Roma Sur, Cdmx - Albor Tehuantepec",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.403843,-99.16757,103,m²,"5,997,038",MXN,https://departamento.mercadolibre.com.mx/MLM-791862432-venta-de-departamento-en-la-roma-sur-cdmx-albor-tehuantepec-_JM
"Zacatecas, Roma Estrene Depto.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,166,m²,"8,950,000",MXN,https://departamento.mercadolibre.com.mx/MLM-824375892-zacatecas-roma-estrene-depto-_JM
Departamento En Preventa - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,66,m²,"4,380,500",MXN,https://departamento.mercadolibre.com.mx/MLM-823977483-departamento-en-preventa-roma-sur-_JM
"Rav9833, Roma Sur, Departamento Nuevos En Preventa",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40853,-99.166046,151,m²,"9,344,300",MXN,https://departamento.mercadolibre.com.mx/MLM-815967887-rav9833-roma-sur-departamento-nuevos-en-preventa-_JM
"Departamento En Venta, CuauhtÃ©moc, Ciudad De MÃ©xico",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40853,-99.166046,141,m²,"9,344,300",MXN,https://departamento.mercadolibre.com.mx/MLM-807682939-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM
Venta Departamento En Calle Tonala Colonia Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.415384,-99.16197,76,m²,"4,944,550",MXN,https://departamento.mercadolibre.com.mx/MLM-807273550-venta-departamento-en-calle-tonala-colonia-roma-sur-_JM
Roma Sur Departamento Venta Cuauhtemoc Cdmx,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,136,m²,"5,150,000",MXN,https://departamento.mercadolibre.com.mx/MLM-786182687-roma-sur-departamento-venta-cuauhtemoc-cdmx-_JM
Departamento En Preventa - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,64,m²,"4,229,827",MXN,https://departamento.mercadolibre.com.mx/MLM-823973215-departamento-en-preventa-roma-sur-_JM
Departamento - Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.420269,-99.16427,100,m²,"4,900,000",MXN,https://departamento.mercadolibre.com.mx/MLM-754077284-departamento-roma-_JM
Roma Preventa Departamento Zona Turistica,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,160,m²,"10,938,000",MXN,https://departamento.mercadolibre.com.mx/MLM-828703607-roma-preventa-departamento-zona-turistica-_JM
Roma Preventa Departamento Zona Turistica,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.408813,-99.16464,160,m²,"10,938,000",MXN,https://departamento.mercadolibre.com.mx/MLM-828308964-roma-preventa-departamento-zona-turistica-_JM
San Luis Potosi Roma Norte.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.414225,-99.159485,92,m²,"4,100,000",MXN,https://departamento.mercadolibre.com.mx/MLM-777998455-san-luis-potosi-roma-norte-_JM
"Departamento Ph Con Roof Garden Privado  En Venta Roma Sur, CuautÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,93,m²,"8,192,000",MXN,https://departamento.mercadolibre.com.mx/MLM-798109217-departamento-ph-con-roof-garden-privado-en-venta-roma-sur-cuautemoc-_JM
Desarrollo En Venta En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.406363,-99.15707,68,m²,"4,058,491",MXN,https://departamento.mercadolibre.com.mx/MLM-749589451-desarrollo-en-venta-en-roma-sur-_JM
"Casa Roma, Exclusivos Departamentos Doble Altura En Preventa! Ãšnica Oportunidad",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,159,m²,"9,625,000",MXN,https://departamento.mercadolibre.com.mx/MLM-799737765-casa-roma-exclusivos-departamentos-doble-altura-en-preventa-unica-oportunidad-_JM
"Depto En Venta San Luis Potosi, Roma Sur.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.414225,-99.159485,92,m²,"4,100,000",MXN,https://departamento.mercadolibre.com.mx/MLM-780912552-depto-en-venta-san-luis-potosi-roma-sur-_JM
Aguascalientes Roma Sur,Venta,Distrito Federal,Cuauhtémoc,,19.408445,-99.166466,152,m²,"8,390,226",MXN,https://departamento.mercadolibre.com.mx/MLM-812967446-aguascalientes-roma-sur-_JM
Desarrollo De Departamento  Los Panchos ,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.408976,-99.16426,64,m²,"4,339,340",MXN,https://departamento.mercadolibre.com.mx/MLM-828540945-desarrollo-de-departamento-los-panchos-_JM
"Rav9833, Roma Sur, Departamento Nuevos En Preventa",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40853,-99.166046,65,m²,"4,339,340",MXN,https://departamento.mercadolibre.com.mx/MLM-815964550-rav9833-roma-sur-departamento-nuevos-en-preventa-_JM
"Casa Roma, Exclusivos Departamentos En Preventa! Ãšnica Oportunidad.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,112,m²,"6,706,000",MXN,https://departamento.mercadolibre.com.mx/MLM-777160876-casa-roma-exclusivos-departamentos-en-preventa-unica-oportunidad-_JM
"Rav9833, Roma Sur, Departamento Nuevos En Preventa",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40853,-99.166046,162,m²,"8,467,840",MXN,https://departamento.mercadolibre.com.mx/MLM-815970570-rav9833-roma-sur-departamento-nuevos-en-preventa-_JM
Departamento Venta Coahuila - Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.411331,-99.16253,87,m²,"4,870,000",MXN,https://departamento.mercadolibre.com.mx/MLM-829166757-departamento-venta-coahuila-roma-_JM
Departamento En Preventa - Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.416037,-99.15179,74,m²,"4,944,050",MXN,https://departamento.mercadolibre.com.mx/MLM-823978487-departamento-en-preventa-roma-sur-_JM
Departamento Precioso En La Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40637,-99.16202,65,m²,"4,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-765527595-departamento-precioso-en-la-roma-sur-_JM
Depto A La Venta En Baja California Roma Sur.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40637,-99.16202,65,m²,"4,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-791174741-depto-a-la-venta-en-baja-california-roma-sur-_JM
"Venta Departamento Roma Sur, Condesa",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,65,m²,"4,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-789737274-venta-departamento-roma-sur-condesa-_JM
Venta  De Departamento En CuauhtÃ©moc Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,60,m²,"3,380,000",MXN,https://departamento.mercadolibre.com.mx/MLM-828529492-venta-de-departamento-en-cuauhtemoc-roma-sur-_JM
Departamento Venta Roma,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.404905,-99.16288,131.4,m²,"7,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-695310308-departamento-venta-roma-_JM
Departamento Venta Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.404905,-99.16288,131.4,m²,"9,230,000",MXN,https://departamento.mercadolibre.com.mx/MLM-695306575-departamento-venta-roma-sur-_JM
If Venta  Departamento Frente A La Fuente De Las Cibeles,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,185,m²,"10,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-804291848-if-venta-departamento-frente-a-la-fuente-de-las-cibeles-_JM
"Departamento En Tuxpan, En La Colonia Roma Sur.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,90,m²,"5,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-829198133-departamento-en-tuxpan-en-la-colonia-roma-sur-_JM
Departamento En La Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.406384,-99.161896,65,m²,"4,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-777141982-departamento-en-la-roma-sur-_JM
"Depto En Venta, Baja California, Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40637,-99.16202,65,m²,"4,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-815120676-depto-en-venta-baja-california-roma-sur-_JM
"Depto. Venta Baja California, Roma Sur.",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40637,-99.16202,65,m²,"4,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-780814131-depto-venta-baja-california-roma-sur-_JM
"Maravillosos Departamentos En Venta En Roma Sur, CuauhtÃ©moc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,89,m²,"4,720,000",MXN,https://departamento.mercadolibre.com.mx/MLM-827846021-maravillosos-departamentos-en-venta-en-roma-sur-cuauhtemoc-cdmx-_JM
"Rav9833, Roma Sur, Departamento Nuevos En Preventa",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40853,-99.166046,90,m²,"5,503,280",MXN,https://departamento.mercadolibre.com.mx/MLM-815964283-rav9833-roma-sur-departamento-nuevos-en-preventa-_JM
If Venta Precioso Departamento Frente A La Fuente De Las Cibeles,Venta,Ciudad de MÃ©xico,Cuauhtémoc,Roma Sur,19.405298,-99.164986,185,m²,"10,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-804293312-if-venta-precioso-departamento-frente-a-la-fuente-de-las-cibeles-_JM
Departamento En Venta  En Roma Sur En Bajio,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,111,m²,"6,909,433",MXN,https://departamento.mercadolibre.com.mx/MLM-808230046-departamento-en-venta-en-roma-sur-en-bajio-_JM
"Hermoso Pent  House En La Roma, CuauhtÃ©moc",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,169,m²,"7,900,000",MXN,https://departamento.mercadolibre.com.mx/MLM-827845950-hermoso-pent-house-en-la-roma-cuauhtemoc-_JM
"Departamento Para Estrenar En Venta, Bajio / Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,111,m²,"6,586,413",MXN,https://departamento.mercadolibre.com.mx/MLM-808241472-departamento-para-estrenar-en-venta-bajio-roma-sur-_JM
"Departamento Venta QuerÃ©taro, Roma Norte",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.413675,-99.165474,89,m²,"9,020,000",MXN,https://departamento.mercadolibre.com.mx/MLM-829160489-departamento-venta-queretaro-roma-norte-_JM
Departamento De Lujo Con Amplia Terraza  Roma Norte,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.411112,-99.164276,180,m²,"8,400,000",MXN,https://departamento.mercadolibre.com.mx/MLM-812407014-departamento-de-lujo-con-amplia-terraza-roma-norte-_JM
TorreÃ³n,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.404608,-99.16185,138,m²,"19,000",MXN,https://departamento.mercadolibre.com.mx/MLM-761128272-torreon-_JM
"Departamento En Venta, CuauhtÃ©moc, Ciudad De MÃ©xico",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.404905,-99.16288,139,m²,"6,000,000",MXN,https://departamento.mercadolibre.com.mx/MLM-758164489-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM
Vendo Departamento En Col Roma Gran Remate!!,Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.42124,-99.15545,100,m²,"1,250,000",MXN,https://departamento.mercadolibre.com.mx/MLM-824308534-vendo-departamento-en-col-roma-gran-remate-_JM
"Depto En Venta, Huatusco, Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.400743,-99.16905,60,m²,"3,380,000",MXN,https://departamento.mercadolibre.com.mx/MLM-809133051-depto-en-venta-huatusco-roma-sur-_JM
Departamento Venta Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.404905,-99.16288,99.12,m²,"6,000,000",MXN,https://departamento.mercadolibre.com.mx/MLM-695313219-departamento-venta-roma-sur-_JM
Depa En Remate A 2 Calles De Parque Delta Y Centro Medico Lr,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.406744,-99.1561,75,m²,"1,271,000",MXN,https://departamento.mercadolibre.com.mx/MLM-831569082-depa-en-remate-a-2-calles-de-parque-delta-y-centro-medico-lr-_JM
Departamento Tercer Nivel Colonia Roma Sur Cdmx,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,60,m²,"3,380,000",MXN,https://departamento.mercadolibre.com.mx/MLM-821161808-departamento-tercer-nivel-colonia-roma-sur-cdmx-_JM
Gran Oportunidad Departamento En Venta En Col.roma A Pasos De La Condesa.,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,60,m²,"3,450,000",MXN,https://departamento.mercadolibre.com.mx/MLM-780156102-gran-oportunidad-departamento-en-venta-en-colroma-a-pasos-de-la-condesa-_JM
Preventa Departamentos Para Entrega Agosto 2021,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.420885,-99.15575,145,m²,"9,333,000",MXN,https://departamento.mercadolibre.com.mx/MLM-794645918-preventa-departamentos-para-entrega-agosto-2021-_JM
Departamentos De Lujo En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405012,-99.156944,83,m²,"4,077,255",MXN,https://departamento.mercadolibre.com.mx/MLM-830068874-departamentos-de-lujo-en-roma-sur-_JM
Departamento En Venta Col. Roma Norte (av. Insurgentes Sur),Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.419525,-99.16255,35,m²,"2,602,428",MXN,https://departamento.mercadolibre.com.mx/MLM-812436084-departamento-en-venta-col-roma-norte-av-insurgentes-sur-_JM
Departamento A Estrenar,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.406116,-99.1687,65,m²,"4,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-754101043-departamento-a-estrenar-_JM
Baja California Departamentos En Venta,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.406397,-99.16285,61,m²,"3,360,000",MXN,https://departamento.mercadolibre.com.mx/MLM-753251886-baja-california-departamentos-en-venta-_JM
Departamento En Venta Col. Roma Norte (av. Insurgentes Sur),Venta,Distrito Federal,Cuauhtémoc,Roma Norte,19.419525,-99.16255,54,m²,"3,691,463",MXN,https://departamento.mercadolibre.com.mx/MLM-812435207-departamento-en-venta-col-roma-norte-av-insurgentes-sur-_JM
"Brezo Chilpancingo, En La Colonia Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,141,m²,"7,300,000",MXN,https://departamento.mercadolibre.com.mx/MLM-777157470-brezo-chilpancingo-en-la-colonia-roma-sur-_JM
"Brezo Chilpancingo, En La Colonia Roma Sur",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,112,m²,"5,850,000",MXN,https://departamento.mercadolibre.com.mx/MLM-777153581-brezo-chilpancingo-en-la-colonia-roma-sur-_JM
"Departamento En Venta En Huatabampo, Roma Sur, Cuauhtemoc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,107,m²,"6,079,500",MXN,https://departamento.mercadolibre.com.mx/MLM-816144099-departamento-en-venta-en-huatabampo-roma-sur-cuauhtemoc-cdmx-_JM
"Lujoso Departamento En Venta, Soho Condesa",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,63,m²,"4,204,130",MXN,https://departamento.mercadolibre.com.mx/MLM-808241532-lujoso-departamento-en-venta-soho-condesa-_JM
Departamento En Venta En Roma Sur En Minatitlan,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,169,m²,"7,900,000",MXN,https://departamento.mercadolibre.com.mx/MLM-808238726-departamento-en-venta-en-roma-sur-en-minatitlan-_JM
"Departamento En Venta En Huatabampo, Roma Sur, Cuauhtemoc, Cdmx",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405298,-99.164986,112,m²,"6,384,000",MXN,https://departamento.mercadolibre.com.mx/MLM-816141369-departamento-en-venta-en-huatabampo-roma-sur-cuauhtemoc-cdmx-_JM
Impecable Y Comodo Departamento De Roma Norte En Remate Dss,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.40848,-99.16389,140,m²,"1,051,000",MXN,https://casa.mercadolibre.com.mx/MLM-829100253-impecable-y-comodo-departamento-de-roma-norte-en-remate-dss-_JM
Venta Departamentos Roma Sur Apa_1294 Am,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.405256,-99.16621,103,m²,"7,780,000",MXN,https://departamento.mercadolibre.com.mx/MLM-815108817-venta-departamentos-roma-sur-apa1294-am-_JM
"Vendo Depto En Col Roma En Frente De Condesa, Casi Nuevo",Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.400757,-99.16905,60,m²,"3,280,000",MXN,https://departamento.mercadolibre.com.mx/MLM-818173813-vendo-depto-en-col-roma-en-frente-de-condesa-casi-nuevo-_JM
Remato Amplio Departamento En Roma Sur,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.401089,-99.16839,110,m²,"950,000",MXN,https://departamento.mercadolibre.com.mx/MLM-826630238-remato-amplio-departamento-en-roma-sur-_JM
Amplio Y Bonito Departamento En Primer Nivel,Venta,Distrito Federal,Cuauhtémoc,Roma Sur,19.411354,-99.16954,128,m²,"6,500,000",MXN,https://departamento.mercadolibre.com.mx/MLM-821213055-amplio-y-bonito-departamento-en-primer-nivel-_JM
